"_id","_rev","roomRef","joined","LPG_MQ9_Level","CH4_MQ9_Level","CO_MQ9_Level","CO_MQ135_Level","Alcool_MQ135_Level","CO2_MQ135_Level","Toluen_MQ135_Level","MH4_MQ135_Level","Aceton_MQ135_Level","O3_MQ131_Level","Temperatura_Level","Humidade_Level","QualityAirConcept","CO_MQ9_Level_IQAR","CO_MQ135_Level_IQAR","O3_MQ131_Level_IQAR","CalcHeatIndex","TargetConcept"
"e202bd5b-db4d-4879-9644-50090093b5f4","1-e8d35733fa53ebf284804a742d513333","sensor_001-room:001","01/03/24,17:39",4.54,6.19,2.36,3609.67,326.87,404.63,214.47,313.78,159.81,4.38,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"e22af2f4-2ff6-44f5-b2f1-88f49d9d865c","1-1bbd092d1558d7550a5f2cb7245bbbe7","sensor_001-room:001","01/03/24,16:25",3.85,5.07,1.99,4187.42,368.52,450.74,244.22,344.45,181.47,4.39,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"e2bd083c-29cb-4761-a04e-040fb72a8d47","1-23ce59c4f0081b316a86237c3ec4f643","sensor_002-room:002","29/02/24,18:49",6.38,9.35,3.34,1.53,0.62,1.43,0.24,2.38,0.21,4.77,32.3,71,"Boa",13.333333333333334,8.88888888888889,2,41.68879935638023,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"e2cc4fe6-3662-4202-84b5-ccc81a79568d","1-013d98e02ccd7ad6dce821e75dd1892b","sensor_001-room:001","01/03/24,15:39",8.38,13.01,4.42,4.02,1.35,2.88,0.56,4.38,0.47,6.15,28,69,"Boa",17.77777777777778,17.77777777777778,2.4000000000000004,30.53506764574418,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"e33d76f2-5006-4645-9c5e-f99d1cc6f8f3","1-2659561f3d25bc89d13d711443784254","sensor_001-room:001","01/03/24,16:06",2.9,3.6,1.49,3964.84,352.62,433.19,232.82,332.84,173.18,4.14,,,"Boa",4.444444444444445,0,1.6,,"Não encontrado"
"e376085a-6b81-4b23-a939-ba716a9b3ad8","1-4f467e75962442b468548a1f2cab6b8a","sensor_001-room:001","01/03/24,17:17",4.24,5.71,2.2,2989.11,280.68,352.78,181.83,278.72,135.99,4.29,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"e5ee57b1-eca0-49e0-aca6-d61d89bb21f5","1-059069c1a1e8b00c8b369b111801ec19","sensor_001-room:001","01/03/24,11:55",1.71,1.9,0.86,43.55,9.22,16.31,4.49,19.57,3.65,3.84,,,"Péssima",4.444444444444445,364.88235294117646,1.6,,"Não encontrado"
"e69d1107-26be-416c-8ef2-11819d6b65bf","1-89bd7a23450c0b498c7ab628f4a7555c","sensor_001-room:001","01/03/24,17:01",5.45,7.74,2.85,5768.08,477.31,568.9,323.21,421.21,238.68,4.83,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"e716fdf6-ca33-45af-b04c-b19bf5f85f0f","1-d40c3ecdcb9743d828c15abad1b6e95f","sensor_001-room:001","01/03/24,16:30",4,5.32,2.07,4244.93,372.6,455.23,247.15,347.42,183.6,4.39,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"e7236b1d-156a-4960-90d6-e10b4b8f30b6","1-6ff7617730dcaab48fd91d32984d0091","sensor_002-room:002","29/02/24,13:57",6.93,10.34,3.64,1.95,0.75,1.7,0.3,2.78,0.26,5.01,29.8,75,"Boa",17.77777777777778,8.88888888888889,2,35.757227789305055,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"e74cb77c-80bd-48c7-b23c-c72cfc3747f8","1-96b7319b91cd0f728a50b7c1fdbfc76a","sensor_001-room:001","01/03/24,17:15",4.12,5.51,2.14,2246.22,222.83,286.61,141.61,232.93,106.49,4.22,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"e937ae04-c8ae-40a1-b0be-892b0ed052ca","1-5def0a1659877530dc5b57686b7936f1","sensor_001-room:001","01/03/24,16:40",4.3,5.81,2.23,3911.02,348.75,428.91,230.05,329.99,171.16,4.38,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"e9e49a2c-0e3e-4d12-857d-c2e95e01e28a","1-ecce1072494431aa6b6047d0f798e311","sensor_001-room:001","01/03/24,16:08",3.17,4.02,1.63,4742.7,407.51,493.45,272.33,372.48,201.87,4.31,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"ea9242fd-2843-4fc6-aa43-a53d271f0064","1-fba4b4e78141967c32d6ae592327e99b","sensor_001-room:001","01/03/24,17:37",5.35,7.56,2.79,4303.21,376.73,459.77,250.12,350.41,185.75,4.66,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"eafa1672-1a26-49ff-a48b-815b00403543","1-2dfe41dafa8e4a51c8a8b4a9f937030a","sensor_001-room:001","01/03/24,14:47",8.44,13.13,4.46,9566.25,718.24,821.78,503.2,578.77,367.98,4.62,,,"Boa",17.77777777777778,0,2,,"Não encontrado"
"eb779852-ba84-4ac0-bdf5-0589b90a0862","1-701d788483e46257989a9096fb50bbb2","sensor_002-room:002","29/02/24,13:27",7.2,10.83,3.79,2.51,0.92,2.05,0.37,3.26,0.32,5.33,29.8,76,"Boa",17.77777777777778,13.333333333333334,2,36.00957588574727,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"ec3a41f5-11ed-4ad2-8b73-4730fb2a0b30","1-09664a2e2f220c7ed26ae6a61a4dcad1","sensor_001-room:001","01/03/24,17:53",5.13,7.17,2.67,4179.26,367.94,450.1,243.8,344.03,181.16,4.57,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"ec4c2b42-af3e-47bd-91d6-f5bbf9c6cae5","1-a4d0d2d0ad79f4fee0473a8a1587be57","sensor_001-room:001","01/03/24,17:06",4.06,5.42,2.1,2833.96,268.85,339.37,173.55,269.54,129.93,4.21,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"ecb4d9c8-e803-47bb-b3cf-6b1b1084ec01","1-567271b1911b7414aba476b0abc9bfb3","sensor_001-room:001","01/03/24,18:01",5.67,8.11,2.96,5328.05,447.68,537.01,301.53,400.73,223.01,4.78,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"ed005a71-ba5c-4e38-87c9-3e4e550beb04","1-e9a6ae1b98931b63938024ccd0ee8f77","sensor_001-room:001","01/03/24,17:19",4.47,6.08,2.32,3560.51,323.27,400.61,211.91,311.09,157.95,4.39,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"ef30d979-f79d-4fb8-8759-b09d040eaa92","1-795a2095dd7c92a16ad21798ec9cd104","sensor_001-room:001","01/03/24,17:51",5.01,6.97,2.61,4236.67,372.02,454.59,246.73,346.99,183.29,4.55,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"ef60ea5f-06c3-4743-9055-63a6af9aafab","1-cb870e6e47e94114a85898e34755a880","sensor_001-room:001","01/03/24,16:28",3.82,5.02,1.97,4203.77,369.68,452.02,245.05,345.3,182.07,4.39,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"f03d5b71-2f82-4d07-b129-767023ba15c0","1-6f4660e994d9b19f70fe4a4c3d855ce5","sensor_001-room:001","01/03/24,17:33",5.16,7.23,2.69,4027.24,357.09,438.14,236.03,336.12,175.51,4.62,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"f07bf602-068a-4199-9e68-54eabde2ba8a","1-0411f556eb59574e42037e1c3c4b2fdc","sensor_001-room:001","01/03/24,16:58",4.92,6.83,2.56,4615.42,398.66,483.78,265.93,366.17,197.22,4.62,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"f0ad93d4-f036-4461-8648-85627c7391f4","1-25a27de0e3a96acd6a8c8b88dd4f7da6","sensor_001-room:001","01/03/24,16:39",4.3,5.81,2.23,4019.39,356.53,437.52,235.62,335.7,175.22,4.39,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"f1e60e08-d998-4d03-a22c-877b917d5fba","1-87ae8e7e77eca7545c7028f99212b6ef","sensor_001-room:001","01/03/24,17:47",5.11,7.15,2.66,3964.84,352.62,433.19,232.82,332.84,173.18,4.57,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"f300f881-4756-476d-91be-d48e9b66ab0a","1-317e2a4e244e6ffe7d84508996d61f2e","sensor_001-room:001","01/03/24,17:29",4.89,6.78,2.55,3443.81,314.69,391.02,205.82,304.65,153.51,4.53,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"f3022759-65a5-4b61-b49a-9d88c9043652","1-87d6933b1ca9fe88507b06e15491935a","sensor_001-room:001","01/03/24,16:54",4.5,6.14,2.34,4154.9,366.21,448.19,242.56,342.77,180.26,4.51,,,"Boa",8.88888888888889,0,2,,"Não encontrado"
"f33ef297-981f-4fa4-810e-0e789e7e854e","1-4b427d2cbba10796190acf3b1647cf57","sensor_001-room:001","01/03/24,16:14",3.23,4.09,1.66,4035.11,357.66,438.76,236.43,336.53,175.8,4.28,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"f57092a1-1045-44b6-b72b-a148dd7607f1","1-10b10c141fce5b04c40b1e77fb419805","sensor_002-room:002","29/02/24,12:29",7.11,10.67,3.74,6.95,2.09,4.3,0.9,6.18,0.76,5.63,,,"Boa",17.77777777777778,31.111111111111114,2.4000000000000004,,"Não encontrado"
"f5951f1b-b3de-48d5-803c-f34713bb1a7f","1-ef46bc10c11b1b6f9f4ab3a5c1b76b48","sensor_001-room:001","01/03/24,17:15",4.06,5.42,2.1,2305.27,227.55,292.07,144.86,236.76,108.88,4.23,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"f638750f-54a5-416b-9ed4-b0a701a35f0e","1-17c61e7859d40172462479003d1d1684","sensor_001-room:001","01/03/24,17:39",4.84,6.7,2.52,3873,346,425.88,228.1,327.97,169.74,4.49,,,"Boa",13.333333333333334,0,1.6,,"Não encontrado"
"f7d86f64-61be-4691-8181-533b9339696b","1-571e747bd21e6626b25a6c3400426b69","sensor_002-room:002","29/02/24,15:58",7.74,11.82,4.08,2.93,1.04,2.29,0.42,3.59,0.36,5.17,30.8,73,"Boa",17.77777777777778,13.333333333333334,2,37.957135680473826,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"f91ecb50-229b-4028-b8b4-e287c8e37cec","1-87a0f6eccc1ac0b64c1480123f9ade51","sensor_001-room:001","01/03/24,15:47",10.28,16.67,5.46,3.88,1.31,2.81,0.54,4.28,0.46,6.62,28,68,"Boa",22.22222222222222,17.77777777777778,2.8000000000000003,30.40584262041286,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"f9330da0-8198-4d5b-a9ac-089113575673","1-f0e58e636d66cc750b799466af89fd0d","sensor_001-room:001","01/03/24,17:43",5.35,7.56,2.79,3842.85,343.83,423.46,226.54,326.37,168.61,4.64,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"fb99b03d-44f4-4769-a84b-2575b1852499","1-e0fbd1cf3a08b04908ed50b06a77d3fe","sensor_002-room:002","29/02/24,15:23",7.76,11.86,4.09,2.62,0.95,2.11,0.38,3.35,0.33,5.14,31.3,74,"Boa",17.77777777777778,13.333333333333334,2,39.74047668904719,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"fd4d5606-1802-44cf-971b-1319099012b3","1-78f8c96cc7c8680c08efd2f185190d40","sensor_001-room:001","01/03/24,17:49",5.25,7.38,2.73,4187.42,368.52,450.74,244.22,344.45,181.47,4.61,,,"Boa",13.333333333333334,0,2,,"Não encontrado"
"fda80de9-da36-4839-bb7d-4fd72111304c","1-173abccc196d00e0225f8419b991de4a","sensor_001-room:001","01/03/24,17:20",4.4,5.96,2.28,3272.42,301.98,376.78,196.83,295.03,146.95,4.38,,,"Boa",8.88888888888889,0,1.6,,"Não encontrado"
"fe9d0ac3-bc61-4f1c-9bc2-7b7a64d9b9b3","1-fce395d41cb47143bc1e99ae7a8e7225","sensor_002-room:002","29/02/24,16:13",7.64,11.63,4.02,2.65,0.96,2.13,0.39,3.37,0.33,5.12,31.3,73,"Boa",17.77777777777778,13.333333333333334,2,39.40094385767382,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"fea9b1fd-6a16-4303-9bba-a74206a89af9","1-0667f2d1ec044ee4454c24a858fe46ab","sensor_001-room:001","01/03/24,15:40",8.31,12.89,4.39,3.89,1.31,2.82,0.54,4.29,0.46,6.21,28,69,"Boa",17.77777777777778,17.77777777777778,2.4000000000000004,30.53506764574418,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
